k,features,sil score,CH score
8,AU14_r_AU20_r,0.495064550498,2230131.95019
9,AU14_r_AU20_r,0.481665078194,2204245.76659
10,AU14_r_AU20_r,0.489999153761,2196906.56356
11,AU14_r_AU20_r,0.497515754387,2197480.70472
12,AU14_r_AU20_r,0.485241514914,2216270.74687
13,AU14_r_AU20_r,0.493637940748,2225505.1
14,AU14_r_AU20_r,0.482007452375,2232263.71481
15,AU14_r_AU20_r,0.486154239309,2246391.83631
2,AU14_r_AU23_r,0.517501966894,1582226.93835
3,AU14_r_AU23_r,0.46821391432,1387549.171
4,AU14_r_AU23_r,0.501817456999,1428357.93118
5,AU14_r_AU23_r,0.472079001516,1417431.38192
6,AU14_r_AU23_r,0.481049581721,1410559.84628
7,AU14_r_AU23_r,0.463108253059,1394998.52634
8,AU14_r_AU23_r,0.477038610143,1398534.89996
9,AU14_r_AU23_r,0.479426054529,1443321.77122
10,AU14_r_AU23_r,0.462955308253,1440982.62233
11,AU14_r_AU23_r,0.467477038893,1449677.51938
12,AU14_r_AU23_r,0.472882151556,1452850.12307
13,AU14_r_AU23_r,0.477185593635,1455000.61034
14,AU14_r_AU23_r,0.467008837083,1471558.7846
15,AU14_r_AU23_r,0.471070705155,1490591.16017
2,AU14_r_AU25_r,0.400075582413,755962.940006
3,AU14_r_AU25_r,0.428794912458,1129049.48096
4,AU14_r_AU25_r,0.413585755501,1082561.1932
5,AU14_r_AU25_r,0.402464813385,1123902.28106
6,AU14_r_AU25_r,0.415030986572,1155324.2977
7,AU14_r_AU25_r,0.412091545822,1150837.02396
8,AU14_r_AU25_r,0.403138942736,1164766.7785
9,AU14_r_AU25_r,0.404044319834,1196564.68971
10,AU14_r_AU25_r,0.409464533245,1186428.88907
11,AU14_r_AU25_r,0.404644868806,1197344.99576
12,AU14_r_AU25_r,0.395319470998,1204935.28218
13,AU14_r_AU25_r,0.401573615608,1225042.38961
14,AU14_r_AU25_r,0.402402029123,1217254.7825
15,AU14_r_AU25_r,0.400906938508,1222042.34777
2,AU14_r_AU26_r,0.445105343635,1179822.99979
3,AU14_r_AU26_r,0.431996689192,1149628.87949
4,AU14_r_AU26_r,0.420416205524,1222718.44532
5,AU14_r_AU26_r,0.428870112395,1178120.25928
6,AU14_r_AU26_r,0.408030003303,1175533.01922
7,AU14_r_AU26_r,0.415339246116,1226585.57735
8,AU14_r_AU26_r,0.418463205541,1215156.14379
9,AU14_r_AU26_r,0.406079766958,1218764.80128
10,AU14_r_AU26_r,0.40312067651,1222452.66639
11,AU14_r_AU26_r,0.410069214536,1214992.77577
12,AU14_r_AU26_r,0.415006422912,1220011.71734
13,AU14_r_AU26_r,0.409300095601,1233258.89726
14,AU14_r_AU26_r,0.406167955622,1233597.1001
15,AU14_r_AU26_r,0.407887708237,1232709.82045
2,AU14_r_AU45_r,0.488020779525,1350007.50277
3,AU14_r_AU45_r,0.498576245603,1200071.96661
4,AU14_r_AU45_r,0.477198794574,1381719.89166
5,AU14_r_AU45_r,0.442417365761,1320064.1612
6,AU14_r_AU45_r,0.457744220189,1344406.20901
7,AU14_r_AU45_r,0.465366306117,1350808.31427
8,AU14_r_AU45_r,0.44561507643,1361894.54176
9,AU14_r_AU45_r,0.457535507359,1385252.66168
10,AU14_r_AU45_r,0.456065778771,1379236.40396
11,AU14_r_AU45_r,0.44497385795,1392437.12342
12,AU14_r_AU45_r,0.450269536425,1384002.93088
13,AU14_r_AU45_r,0.457079292316,1405979.05421
14,AU14_r_AU45_r,0.446228557838,1416356.43475
15,AU14_r_AU45_r,0.445783147967,1413802.14409
2,AU15_r_AU17_r,0.561174656528,1338005.76273
3,AU15_r_AU17_r,0.490469786197,1172022.70491
4,AU15_r_AU17_r,0.512325336356,1179970.69237
5,AU15_r_AU17_r,0.478499861323,1180733.72485
6,AU15_r_AU17_r,0.487138387515,1160326.94764
7,AU15_r_AU17_r,0.4657009769,1154973.92298
8,AU15_r_AU17_r,0.481375420368,1183825.04216
9,AU15_r_AU17_r,0.472763210821,1197002.49883
10,AU15_r_AU17_r,0.459772764625,1188783.10797
11,AU15_r_AU17_r,0.484707703511,1197296.7639
12,AU15_r_AU17_r,0.473110974751,1226745.37208
13,AU15_r_AU17_r,0.457569206623,1231063.76363
14,AU15_r_AU17_r,0.465047437704,1231973.76327
15,AU15_r_AU17_r,0.468692848992,1240417.93608
2,AU15_r_AU20_r,0.697915668745,934058.314798
3,AU15_r_AU20_r,0.645435619951,998498.225873
4,AU15_r_AU20_r,0.650543517062,1165519.26422
5,AU15_r_AU20_r,0.616153766237,1158944.96157
6,AU15_r_AU20_r,0.622873201233,1245380.87373
7,AU15_r_AU20_r,0.610895108584,1256414.73196
8,AU15_r_AU20_r,0.603869075755,1262057.68542
9,AU15_r_AU20_r,0.608628536854,1300107.48075
10,AU15_r_AU20_r,0.601574422726,1332952.16345
11,AU15_r_AU20_r,0.602932496607,1350498.09678
12,AU15_r_AU20_r,0.598407565734,1366958.11315
13,AU15_r_AU20_r,0.595583269663,1394412.32844
14,AU15_r_AU20_r,0.599972936552,1401897.78027
15,AU15_r_AU20_r,0.591851050753,1413229.65531
2,AU15_r_AU23_r,0.648622723427,869549.306461
3,AU15_r_AU23_r,0.659997701354,1013776.40894
4,AU15_r_AU23_r,0.600895743172,1023909.82272
5,AU15_r_AU23_r,0.613532079713,1128834.0836
6,AU15_r_AU23_r,0.584605317068,1129011.92318
7,AU15_r_AU23_r,0.590977968016,1158405.80211
8,AU15_r_AU23_r,0.594447399517,1166256.63413
9,AU15_r_AU23_r,0.57954786591,1181690.17941
10,AU15_r_AU23_r,0.578821574426,1200444.00561
11,AU15_r_AU23_r,0.585909466198,1240697.45612
12,AU15_r_AU23_r,0.574144056246,1252316.25665
13,AU15_r_AU23_r,0.570830247835,1264230.57831
14,AU15_r_AU23_r,0.577243921023,1286234.19433
15,AU15_r_AU23_r,0.572395629661,1290493.55636
2,AU15_r_AU25_r,0.587732003042,1963531.3566
3,AU15_r_AU25_r,0.516029208499,1747938.02391
4,AU15_r_AU25_r,0.541042726116,1762683.21028
5,AU15_r_AU25_r,0.504964213817,1824448.37943
6,AU15_r_AU25_r,0.505505723979,1818888.05431
7,AU15_r_AU25_r,0.489429585071,1876237.34861
8,AU15_r_AU25_r,0.50034873506,1852912.06117
9,AU15_r_AU25_r,0.481107371578,1880044.46746
10,AU15_r_AU25_r,0.484470417473,1903543.39235
11,AU15_r_AU25_r,0.470881719826,1916640.48659
12,AU15_r_AU25_r,0.480874630416,1943271.54207
13,AU15_r_AU25_r,0.479516973871,1946606.97663
14,AU15_r_AU25_r,0.469661401164,1968120.5113
15,AU15_r_AU25_r,0.476448561922,1961511.76753
2,AU15_r_AU26_r,0.547281892861,1187619.11687
3,AU15_r_AU26_r,0.564430203278,1095020.33391
4,AU15_r_AU26_r,0.517585766778,1211822.2808
5,AU15_r_AU26_r,0.5214326557,1194467.57801
6,AU15_r_AU26_r,0.501628374923,1253360.16798
7,AU15_r_AU26_r,0.474078875801,1218580.53678
8,AU15_r_AU26_r,0.482123518038,1225337.9867
9,AU15_r_AU26_r,0.497275417717,1264004.38046
10,AU15_r_AU26_r,0.479462720502,1268812.00539
11,AU15_r_AU26_r,0.487746395512,1277537.94701
12,AU15_r_AU26_r,0.490823389964,1294107.73027
13,AU15_r_AU26_r,0.477198238817,1303661.83347
14,AU15_r_AU26_r,0.47923140511,1322470.287
15,AU15_r_AU26_r,0.477842346239,1317309.95749
2,AU15_r_AU45_r,0.626378386064,1040262.7351
3,AU15_r_AU45_r,0.634055393805,1117448.33298
4,AU15_r_AU45_r,0.569614187763,1183583.8424
5,AU15_r_AU45_r,0.579845046666,1257194.5726
6,AU15_r_AU45_r,0.559608102986,1299428.98624
7,AU15_r_AU45_r,0.558943997203,1310169.74334
8,AU15_r_AU45_r,0.543168316956,1322393.41146
9,AU15_r_AU45_r,0.551794501783,1344088.04289
10,AU15_r_AU45_r,0.550708265129,1359037.72921
11,AU15_r_AU45_r,0.54247476459,1386425.93014
12,AU15_r_AU45_r,0.550695202341,1417643.9289
13,AU15_r_AU45_r,0.544212164532,1427577.73144
14,AU15_r_AU45_r,0.538796483886,1449162.19631
15,AU15_r_AU45_r,0.544193939017,1461377.99401
2,AU17_r_AU20_r,0.572021798046,1732203.97635
3,AU17_r_AU20_r,0.509214586496,1673907.3944
4,AU17_r_AU20_r,0.465039860664,1531873.14455
5,AU17_r_AU20_r,0.494135679097,1568067.65659
6,AU17_r_AU20_r,0.473812113948,1554131.42394
7,AU17_r_AU20_r,0.488798072374,1587306.28585
8,AU17_r_AU20_r,0.466819068083,1580176.29253
9,AU17_r_AU20_r,0.47814502528,1573434.45583
10,AU17_r_AU20_r,0.46170349187,1568102.03282
11,AU17_r_AU20_r,0.471188749245,1588933.73806
12,AU17_r_AU20_r,0.482149762068,1598656.08004
13,AU17_r_AU20_r,0.469817327896,1607891.72385
14,AU17_r_AU20_r,0.473804599409,1596959.5885
15,AU17_r_AU20_r,0.476693169361,1600936.23159
2,AU17_r_AU23_r,0.542053810305,1215560.2608
3,AU17_r_AU23_r,0.468576725985,1050525.41419
4,AU17_r_AU23_r,0.492877280408,1128855.02255
5,AU17_r_AU23_r,0.483986695083,1116036.94011
6,AU17_r_AU23_r,0.468953841921,1136487.62811
7,AU17_r_AU23_r,0.475868105595,1124522.41994
8,AU17_r_AU23_r,0.458844536181,1134060.18977
9,AU17_r_AU23_r,0.464543935477,1143826.41374
10,AU17_r_AU23_r,0.472017459683,1153203.14444
11,AU17_r_AU23_r,0.461019339309,1163618.9306
12,AU17_r_AU23_r,0.456451425514,1155667.14803
13,AU17_r_AU23_r,0.46313536167,1160842.2099
14,AU17_r_AU23_r,0.455597457889,1162315.52794
15,AU17_r_AU23_r,0.457083659117,1171758.2553
2,AU17_r_AU25_r,0.473159695594,1204873.41585
3,AU17_r_AU25_r,0.442643296139,1307351.22162
4,AU17_r_AU25_r,0.423002539207,1324745.18816
5,AU17_r_AU25_r,0.3976165347,1302069.58223
6,AU17_r_AU25_r,0.408963903431,1299732.73594
7,AU17_r_AU25_r,0.404720014423,1347596.92522
8,AU17_r_AU25_r,0.38726890735,1338833.49664
9,AU17_r_AU25_r,0.378805110659,1330171.31333
10,AU17_r_AU25_r,0.389093473458,1353400.72632
11,AU17_r_AU25_r,0.396345055678,1348026.14785
12,AU17_r_AU25_r,0.386942374221,1357489.54348
13,AU17_r_AU25_r,0.3811952003,1360783.65806
14,AU17_r_AU25_r,0.386528207175,1375745.10275
15,AU17_r_AU25_r,0.391578431393,1378630.97167
2,AU17_r_AU26_r,0.42565376681,753225.319502
3,AU17_r_AU26_r,0.452434227617,1028565.1735
4,AU17_r_AU26_r,0.40890544502,1002148.5626
5,AU17_r_AU26_r,0.407683040898,1015814.55324
6,AU17_r_AU26_r,0.420211193303,1021278.01515
7,AU17_r_AU26_r,0.40235685411,1028228.66918
8,AU17_r_AU26_r,0.398127826657,1022473.1145
9,AU17_r_AU26_r,0.405263270042,1039708.38869
10,AU17_r_AU26_r,0.396080623578,1041726.69426
11,AU17_r_AU26_r,0.398607110679,1036404.50488
12,AU17_r_AU26_r,0.403824905316,1039727.55032
13,AU17_r_AU26_r,0.403140158484,1051254.41754
14,AU17_r_AU26_r,0.394237304911,1052896.9618
15,AU17_r_AU26_r,0.39823478637,1058961.86723
2,AU17_r_AU45_r,0.467551259395,895200.971021
3,AU17_r_AU45_r,0.508512112364,1142264.44132
4,AU17_r_AU45_r,0.458594884228,1200115.37289
5,AU17_r_AU45_r,0.454587410292,1174148.86171
6,AU17_r_AU45_r,0.432966141147,1188675.96124
7,AU17_r_AU45_r,0.446995963676,1221494.11773
8,AU17_r_AU45_r,0.425603195047,1211399.94719
9,AU17_r_AU45_r,0.431745635876,1241201.87879
10,AU17_r_AU45_r,0.442230236083,1261877.62255
11,AU17_r_AU45_r,0.429120653444,1262464.55564
12,AU17_r_AU45_r,0.427417653492,1263351.46423
13,AU17_r_AU45_r,0.433908851755,1269381.94169
14,AU17_r_AU45_r,0.440738210434,1278030.38607
15,AU17_r_AU45_r,0.428565858978,1290858.12169
2,AU20_r_AU23_r,0.673059278442,1328524.43169
3,AU20_r_AU23_r,0.619421742083,1160899.71673
4,AU20_r_AU23_r,0.62974006258,1352699.51548
5,AU20_r_AU23_r,0.601681021542,1340109.41461
6,AU20_r_AU23_r,0.605708100924,1363339.42659
7,AU20_r_AU23_r,0.591830165381,1357768.46834
8,AU20_r_AU23_r,0.599546539766,1396298.25537
9,AU20_r_AU23_r,0.608477880932,1402959.653
10,AU20_r_AU23_r,0.595299084666,1421891.89282
11,AU20_r_AU23_r,0.595373044781,1472119.1781
12,AU20_r_AU23_r,0.585691275268,1466509.67586
13,AU20_r_AU23_r,0.590566623592,1473640.08199
14,AU20_r_AU23_r,0.589120409117,1500617.20052
15,AU20_r_AU23_r,0.589628880774,1498826.427
2,AU20_r_AU25_r,0.609798049576,2473047.93044
3,AU20_r_AU25_r,0.548804130192,2504415.82468
4,AU20_r_AU25_r,0.50384011973,2379224.14044
5,AU20_r_AU25_r,0.520007217932,2391088.78042
6,AU20_r_AU25_r,0.503937503161,2458137.70619
7,AU20_r_AU25_r,0.479849835666,2411579.81776
8,AU20_r_AU25_r,0.494700338785,2463992.74136
9,AU20_r_AU25_r,0.478566453676,2449541.89398
10,AU20_r_AU25_r,0.483351631481,2466477.36149
11,AU20_r_AU25_r,0.494737956392,2493941.00536
12,AU20_r_AU25_r,0.484225488742,2527839.67545
13,AU20_r_AU25_r,0.473013797204,2519810.87911
14,AU20_r_AU25_r,0.476812070453,2524616.91433
15,AU20_r_AU25_r,0.484135651789,2560694.74219
2,AU20_r_AU26_r,0.578930253656,1683897.23072
3,AU20_r_AU26_r,0.511609878995,1509308.50912
4,AU20_r_AU26_r,0.536242151579,1517350.2795
5,AU20_r_AU26_r,0.513798202594,1578151.69485
6,AU20_r_AU26_r,0.486038947644,1527299.34694
7,AU20_r_AU26_r,0.504264745737,1560718.47172
8,AU20_r_AU26_r,0.510678876111,1563018.2513
9,AU20_r_AU26_r,0.493418540875,1598690.00674
10,AU20_r_AU26_r,0.506239590333,1618107.78372
11,AU20_r_AU26_r,0.493133279572,1635235.22971
12,AU20_r_AU26_r,0.495306906073,1640315.40763
13,AU20_r_AU26_r,0.484737285454,1653596.21501
14,AU20_r_AU26_r,0.492029003469,1667882.75565
15,AU20_r_AU26_r,0.481726789109,1668431.46823
2,AU20_r_AU45_r,0.655908213335,1546922.63872
3,AU20_r_AU45_r,0.559284600152,1330221.51693
4,AU20_r_AU45_r,0.6004211887,1539347.10661
5,AU20_r_AU45_r,0.575577598378,1572278.07047
6,AU20_r_AU45_r,0.575483895558,1545136.05489
7,AU20_r_AU45_r,0.564891578427,1578797.52819
8,AU20_r_AU45_r,0.572734874605,1583003.42404
9,AU20_r_AU45_r,0.559214674526,1601084.95824
10,AU20_r_AU45_r,0.568539906203,1609667.78983
11,AU20_r_AU45_r,0.568550310963,1643065.01399
12,AU20_r_AU45_r,0.561087977722,1678315.4369
13,AU20_r_AU45_r,0.563920198199,1667021.89788
14,AU20_r_AU45_r,0.555315823854,1673705.98088
15,AU20_r_AU45_r,0.555473785311,1696794.69027
2,AU23_r_AU25_r,0.557556025752,1779193.84976
3,AU23_r_AU25_r,0.469120691723,1542220.56914
4,AU23_r_AU25_r,0.506540736123,1857069.06318
5,AU23_r_AU25_r,0.478276997534,1895988.51983
6,AU23_r_AU25_r,0.471278859563,1930017.73147
7,AU23_r_AU25_r,0.459692165009,1972149.97105
8,AU23_r_AU25_r,0.473779538992,1971428.72071
9,AU23_r_AU25_r,0.45951672726,1993596.68721
10,AU23_r_AU25_r,0.459377906638,2075605.30878
11,AU23_r_AU25_r,0.445215421172,2084784.69266
12,AU23_r_AU25_r,0.457966908911,2116049.73804
13,AU23_r_AU25_r,0.456982658835,2154181.87517
14,AU23_r_AU25_r,0.449826066675,2181285.26589
15,AU23_r_AU25_r,0.453436308975,2172104.01711
2,AU23_r_AU26_r,0.503150956687,990129.868051
3,AU23_r_AU26_r,0.532314952195,1167052.7554
4,AU23_r_AU26_r,0.489932858733,1222772.40963
5,AU23_r_AU26_r,0.491137037085,1223529.51333
6,AU23_r_AU26_r,0.47320697622,1243823.40759
7,AU23_r_AU26_r,0.486332998698,1257946.05091
8,AU23_r_AU26_r,0.48101301422,1261356.00302
9,AU23_r_AU26_r,0.471962890586,1301406.78284
10,AU23_r_AU26_r,0.481919733131,1318114.5191
11,AU23_r_AU26_r,0.470203437306,1331786.50691
12,AU23_r_AU26_r,0.46857829535,1350785.55869
13,AU23_r_AU26_r,0.456518753171,1348047.72679
14,AU23_r_AU26_r,0.465906974506,1359193.75918
15,AU23_r_AU26_r,0.468882138437,1373432.3922
2,AU23_r_AU45_r,0.561346055794,861001.081188
3,AU23_r_AU45_r,0.591383916275,1299010.2094
4,AU23_r_AU45_r,0.54031247032,1322206.19403
5,AU23_r_AU45_r,0.547282135036,1456447.87118
6,AU23_r_AU45_r,0.530497058622,1488826.30624
7,AU23_r_AU45_r,0.529370902397,1541451.61488
8,AU23_r_AU45_r,0.519367956258,1552802.17583
9,AU23_r_AU45_r,0.531893220602,1587575.42792
10,AU23_r_AU45_r,0.529755458815,1639344.92614
11,AU23_r_AU45_r,0.524076128854,1677578.37446
12,AU23_r_AU45_r,0.519087001854,1688387.34602
13,AU23_r_AU45_r,0.528521356606,1726838.52099
14,AU23_r_AU45_r,0.524010232368,1764583.00055
15,AU23_r_AU45_r,0.519222443083,1768636.15131
2,AU25_r_AU26_r,0.530474900273,1519045.84926
3,AU25_r_AU26_r,0.447306545442,1246256.07618
4,AU25_r_AU26_r,0.473740332575,1264852.68828
5,AU25_r_AU26_r,0.471170685514,1291276.66538
6,AU25_r_AU26_r,0.438401513992,1256537.44345
7,AU25_r_AU26_r,0.448720515798,1248604.98348
8,AU25_r_AU26_r,0.447274912263,1258541.83379
9,AU25_r_AU26_r,0.448607903015,1256320.01827
10,AU25_r_AU26_r,0.437888299704,1258024.68042
11,AU25_r_AU26_r,0.437719394293,1252907.50394
12,AU25_r_AU26_r,0.439421756444,1248426.99671
13,AU25_r_AU26_r,0.438653221941,1246034.47681
14,AU25_r_AU26_r,0.433550808586,1242830.47217
15,AU25_r_AU26_r,0.434697333744,1245816.27553
2,AU25_r_AU45_r,0.541093509468,1484900.49938
3,AU25_r_AU45_r,0.530139109577,1286472.41528
4,AU25_r_AU45_r,0.502377195037,1441367.87521
5,AU25_r_AU45_r,0.503211624678,1366386.53286
6,AU25_r_AU45_r,0.475321589423,1416587.62501
7,AU25_r_AU45_r,0.478267347795,1401058.54873
8,AU25_r_AU45_r,0.454855160988,1405213.04331
9,AU25_r_AU45_r,0.465203353873,1429555.806
10,AU25_r_AU45_r,0.466825222332,1434086.11171
11,AU25_r_AU45_r,0.453898383955,1442397.2753
12,AU25_r_AU45_r,0.457669255261,1436862.96175
13,AU25_r_AU45_r,0.460229208053,1439290.21503
14,AU25_r_AU45_r,0.461852232973,1455625.40448
15,AU25_r_AU45_r,0.451870194819,1473367.01688
2,AU26_r_AU45_r,0.483545753133,815408.084514
3,AU26_r_AU45_r,0.528782236829,1134320.35612
4,AU26_r_AU45_r,0.473828872312,1117160.76609
5,AU26_r_AU45_r,0.481664595033,1135480.19192
6,AU26_r_AU45_r,0.455979395287,1109588.27759
7,AU26_r_AU45_r,0.469332025556,1141359.71942
8,AU26_r_AU45_r,0.471997420613,1153974.6227
9,AU26_r_AU45_r,0.476292099207,1156751.6666
10,AU26_r_AU45_r,0.465185782903,1182526.44747
11,AU26_r_AU45_r,0.448032112058,1162445.03204
12,AU26_r_AU45_r,0.450854150433,1178880.17771
13,AU26_r_AU45_r,0.457827557191,1186088.19732
14,AU26_r_AU45_r,0.461941725987,1205036.62032
15,AU26_r_AU45_r,0.459831274613,1204041.6517
